Query Typed,Profile Name,Country Iso Code,Displayed Name,Utc Timestamp,Action,Is Kids,Section,Device,Month,YearMonth
jen,UMA,AR,Jane The Virgin,2022-07-16 03:20:32,select,0,title_results,iPhone,7,2022-07
,UMA,AR,"Boo, Bitch",2022-07-16 02:55:06,select,0,prequery_results,iPhone,7,2022-07
the um,UMA,AR,The Umbrella Academy,2022-07-16 02:54:21,select,0,title_results,iPhone,7,2022-07
boo,UMA,AR,"Boo, Bitch",2022-07-16 02:53:31,select,0,title_results,iPhone,7,2022-07
almodovar,olu,AR,,2022-07-09 01:56:36,select,0,suggestion_results,HTML 5,7,2022-07
almodovar,olu,AR,Pedro Almodóvar,2022-07-09 01:56:36,select,0,suggestion_results,HTML 5,7,2022-07
space,olu,AR,Return to Space,2022-07-02 18:09:05,add,0,title_results,iPhone,7,2022-07
space,olu,AR,Return to Space,2022-07-02 18:09:02,select,0,title_results,iPhone,7,2022-07
space,olu,AR,The Midnight Gospel,2022-07-02 18:08:53,select,0,title_results,iPhone,7,2022-07
space,olu,AR,,2022-07-02 18:08:03,add,0,title_results,iPhone,7,2022-07
space,olu,AR,Space Force,2022-07-02 18:07:49,select,0,title_results,iPhone,7,2022-07
el futuro,SIL,AR,"The Future Of: Season 1: ""Skyscrapers""",2022-07-01 00:48:51,play,0,title_results,iPad,7,2022-07
el futuro,SIL,AR,El futuro de...,2022-07-01 00:48:31,select,0,title_results,iPad,7,2022-07
bl,olu,AR,"Black Mirror: Season 4: ""Hang the DJ""",2022-06-30 03:26:26,play,0,title_results,HTML 5,6,2022-06
bl,olu,AR,"Black Mirror: Season 4: ""Hang the DJ""",2022-06-30 03:26:26,play,0,title_results,HTML 5,6,2022-06
paul,olu,AR,Paul Rudd,2022-06-29 21:06:54,select,0,suggestion_results,HTML 5,6,2022-06
paul,olu,AR,,2022-06-29 21:06:54,select,0,suggestion_results,HTML 5,6,2022-06
paul,olu,AR,,2022-06-29 21:06:53,select,0,suggestion_results,HTML 5,6,2022-06
paul,olu,AR,Paul Rudd,2022-06-29 21:06:53,select,0,suggestion_results,HTML 5,6,2022-06
paul,olu,AR,,2022-06-29 21:06:52,select,0,suggestion_results,HTML 5,6,2022-06
paul,olu,AR,Paul Rudd,2022-06-29 21:06:52,select,0,suggestion_results,HTML 5,6,2022-06
paul,olu,AR,,2022-06-29 21:06:49,select,0,suggestion_results,HTML 5,6,2022-06
paul,olu,AR,Paul Rudd,2022-06-29 21:06:49,select,0,suggestion_results,HTML 5,6,2022-06
the summer tirne,UMA,AR,Barbie: Escuela de princesas,2022-06-24 01:29:46,select,0,title_results,iPhone,6,2022-06
heart,olu,AR,Heartstopper,2022-06-20 15:09:41,play,0,title_results,HTML 5,6,2022-06
heart,olu,AR,,2022-06-20 15:09:41,play,0,title_results,HTML 5,6,2022-06
he,olu,AR,Heartstopper,2022-06-20 14:30:21,select,0,title_results,iPhone,6,2022-06
ell,UMA,AR,Él es así,2022-06-07 12:19:02,select,0,title_results,iPhone,6,2022-06
alex,UMA,AR,Alexa & Katie,2022-06-06 16:14:42,select,0,title_results,iPhone,6,2022-06
love ,UMA,AR,"Love, Death & Robots",2022-06-05 01:04:00,select,0,title_results,iPhone,6,2022-06
el juego,olu,AR,The Coldest Game,2022-06-04 00:35:46,add,0,title_results,HTML 5,6,2022-06
el juego,olu,AR,The Coldest Game,2022-06-04 00:35:46,add,0,title_results,HTML 5,6,2022-06
el juego,olu,AR,The Game,2022-06-04 00:34:40,add,0,title_results,HTML 5,6,2022-06
el juego,olu,AR,El juego,2022-06-04 00:34:40,add,0,title_results,HTML 5,6,2022-06
the oa,UMA,AR,The OA,2022-06-02 00:55:51,select,0,title_results,iPhone,6,2022-06
13,UMA,AR,"13 Reasons Why: Season 1: ""Tape 1, Side A""",2022-05-30 00:32:06,play,0,,HTML 5,5,2022-05
13,UMA,AR,"13 Reasons Why: Season 1: ""Tape 1, Side A""",2022-05-30 00:32:06,play,0,,HTML 5,5,2022-05
13,UMA,AR,"13 Reasons Why: Season 1: ""Tape 1, Side A""",2022-05-29 19:46:01,play,0,title_results,HTML 5,5,2022-05
13,UMA,AR,"13 Reasons Why: Season 1: ""Tape 1, Side A""",2022-05-29 19:46:01,play,0,title_results,HTML 5,5,2022-05
diario ,olu,AR,El diario de la princesa 2,2022-05-15 18:10:43,select,0,suggestion_results,HTML 5,5,2022-05
diario ,olu,AR,The Princess Diaries 2: Royal Engagement,2022-05-15 18:10:43,select,0,suggestion_results,HTML 5,5,2022-05
documentales argentina,olu,AR,"Nisman: El fiscal, la presidenta y el espía",2022-05-13 16:07:22,add,0,suggestion_results,HTML 5,5,2022-05
documentales argentina,olu,AR,Documentales argentinos,2022-05-13 16:07:10,select,0,suggestion_results,HTML 5,5,2022-05
documentales argentina,olu,AR,,2022-05-13 16:07:10,select,0,suggestion_results,HTML 5,5,2022-05
documentales,olu,AR,,2022-05-13 16:06:43,select,0,suggestion_results,HTML 5,5,2022-05
documentales,olu,AR,Documentales históricos,2022-05-13 16:06:43,select,0,suggestion_results,HTML 5,5,2022-05
de epoca,olu,AR,,2022-05-11 23:57:25,select,0,suggestion_results,HTML 5,5,2022-05
de epoca,olu,AR,De época,2022-05-11 23:57:25,select,0,suggestion_results,HTML 5,5,2022-05
de epoca,olu,AR,,2022-05-11 23:57:22,select,0,suggestion_results,HTML 5,5,2022-05
de epoca,olu,AR,Películas de época,2022-05-11 23:57:22,select,0,suggestion_results,HTML 5,5,2022-05
,UMA,AR,Rebelde Way,2022-05-04 20:33:46,select,0,prequery_results,iPhone,5,2022-05
leonardo sba,SIL,AR,Hoy se arregla el mundo,2022-04-10 22:06:49,play,0,title_results,iPad,4,2022-04
leonardo sba,SIL,AR,Hoy se arregla el mundo,2022-04-10 22:06:37,select,0,title_results,iPad,4,2022-04
freaks ,olu,AR,Freaks and Geeks,2022-04-04 23:06:36,select,0,suggestion_results,HTML 5,4,2022-04
coda,SIL,AR,Coda,2022-03-30 00:40:41,play,0,title_results,iPad,3,2022-03
coda,SIL,AR,Coda,2022-03-30 00:40:29,select,0,title_results,iPad,3,2022-03
mi pr,olu,AR,The Kissing Booth 2,2022-03-26 18:35:33,play,0,suggestion_results,HTML 5,3,2022-03
mi pr,olu,AR,El stand de los besos,2022-03-25 22:15:48,play,0,suggestion_results,HTML 5,3,2022-03
mi pr,olu,AR,Mi primer amor,2022-03-25 22:13:25,select,0,suggestion_results,HTML 5,3,2022-03
los escritores de ,olu,AR,Escritores de la libertad,2022-03-25 12:12:22,add,0,title_results,HTML 5,3,2022-03
jue,SIL,AR,Los juegos del destino,2022-03-24 23:59:45,play,0,title_results,iPad,3,2022-03
jue,SIL,AR,Los juegos del destino,2022-03-24 23:59:42,select,0,title_results,iPad,3,2022-03
jue,SIL,AR,Stranger Things 3: El juego,2022-03-24 23:59:29,select,0,title_results,iPad,3,2022-03
arquitectura,SIL,AR,"The World's Most Extraordinary Homes: Season 2 Part B: ""Spain""",2022-03-23 01:08:57,play,0,title_results,iPad,3,2022-03
arquitectura,SIL,AR,The World's Most Extraordinary Homes,2022-03-23 01:08:48,select,0,title_results,iPad,3,2022-03
,SIL,AR,Los diarios de Andy Warhol,2022-03-16 00:47:31,select,0,prequery_results,iPad,3,2022-03
andy,olu,AR,"The Andy Warhol Diaries: Limited Series: ""Smoke Signals""",2022-03-14 12:35:16,play,0,title_results,HTML 5,3,2022-03
los ,SIL,AR,"The Andy Warhol Diaries: Limited Series: ""15 Minutes""",2022-03-14 01:30:18,play,0,title_results,iPad,3,2022-03
los ,SIL,AR,Los diarios de Andy Warhol,2022-03-14 01:30:04,select,0,title_results,iPad,3,2022-03
ski,SIL,AR,Skins,2022-03-13 23:47:53,select,0,title_results,iPad,3,2022-03
andy,SIL,AR,"The Andy Warhol Diaries: Limited Series: ""Smoke Signals""",2022-03-12 00:08:53,play,0,title_results,iPad,3,2022-03
andy,SIL,AR,Los diarios de Andy Warhol,2022-03-12 00:08:46,select,0,title_results,iPad,3,2022-03
bo,olu,AR,,2022-03-02 21:07:32,play,0,title_results,HTML 5,3,2022-03
that,olu,AR,,2022-03-02 21:06:16,select,0,suggestion_results,HTML 5,3,2022-03
anne,olu,AR,One Day,2022-02-25 01:59:26,play,0,title_results,HTML 5,2,2022-02
madres,olu,AR,Parallel Mothers,2022-02-20 21:14:25,play,0,title_results,HTML 5,2,2022-02
cielo,UMA,AR,,2022-02-19 03:22:47,play,0,title_results,HTML 5,2,2022-02
no,SIL,AR,No,2022-02-18 01:38:37,play,0,title_results,iPad,2,2022-02
no,SIL,AR,No,2022-02-18 01:38:27,select,0,title_results,iPad,2,2022-02
almo,olu,AR,Women on the Verge of a Nervous Breakdown,2022-02-16 17:09:08,play,0,title_results,HTML 5,2,2022-02
doc,olu,AR,Inside Job,2022-02-11 13:08:22,play,0,suggestion_results,HTML 5,2,2022-02
doc,olu,AR,,2022-02-11 13:07:49,select,0,suggestion_results,HTML 5,2,2022-02
doc,olu,AR,,2022-02-11 13:07:48,select,0,suggestion_results,HTML 5,2,2022-02
doc,olu,AR,,2022-02-11 13:06:43,select,0,suggestion_results,HTML 5,2,2022-02
doc,olu,AR,,2022-02-11 13:06:42,select,0,suggestion_results,HTML 5,2,2022-02
ell,UMA,AR,He's All That,2022-02-07 22:32:07,play,0,,HTML 5,2,2022-02
shell,olu,ES,Bombshell,2022-02-05 22:21:27,add,0,title_results,iPhone,2,2022-02
shell,olu,ES,El escándalo,2022-02-05 22:21:26,select,0,title_results,iPhone,2,2022-02
franke,olu,ES,Frankenstein,2022-02-05 22:21:08,select,0,suggestion_results,iPhone,2,2022-02
irgull,olu,ES,The Woman in the Window,2022-02-05 22:20:32,select,0,title_results,iPhone,2,2022-02
irgull,olu,ES,Pride & Prejudice,2022-02-05 22:20:23,select,0,title_results,iPhone,2,2022-02
irgull,olu,ES,Orgullo y prejuicio,2022-02-05 22:20:10,select,0,title_results,iPhone,2,2022-02
the si,olu,ES,"The Sinner: Season 4: Percy: ""Part IV""",2022-02-05 19:17:51,play,0,title_results,iPhone,2,2022-02
the si,olu,ES,The Sinner,2022-02-05 19:17:43,select,0,title_results,iPhone,2,2022-02
monte,olu,ES,Monte Carlo,2022-02-05 01:05:45,play,0,title_results,iPhone,2,2022-02
monte,olu,ES,Monte Carlo,2022-02-05 01:05:42,select,0,title_results,iPhone,2,2022-02
misery,olu,ES,Misery,2022-02-04 20:31:29,select,0,suggestion_results,iPhone,2,2022-02
one day,olu,ES,"Expiación, deseo y pecado",2022-02-04 20:16:54,select,0,suggestion_results,iPhone,2,2022-02
one day,olu,ES,One Day,2022-02-04 20:16:06,select,0,suggestion_results,iPhone,2,2022-02
one day,olu,ES,Día de lluvia en Nueva York,2022-02-04 20:15:52,select,0,title_results,iPhone,2,2022-02
after li,olu,ES,,2022-02-04 20:15:29,add,0,title_results,iPhone,2,2022-02
after li,olu,ES,After Life: Más allá de mi mujer,2022-02-04 20:15:26,select,0,title_results,iPhone,2,2022-02
frida,olu,ES,Frida,2022-02-04 20:12:16,select,0,title_results,iPhone,2,2022-02
fantastic mr,olu,ES,Don't Look Up,2022-02-01 11:16:41,select,0,title_results,iPhone,2,2022-02
fantastic mr,olu,ES,Call Me by Your Name,2022-02-01 11:16:35,add,0,title_results,iPhone,2,2022-02
fantastic mr,olu,ES,Call Me by Your Name,2022-02-01 11:15:41,select,0,title_results,iPhone,2,2022-02
fantastic mr,olu,ES,Don't Look Up,2022-02-01 11:15:33,select,0,title_results,iPhone,2,2022-02
fantastic mr,olu,ES,Lady Bird,2022-02-01 11:15:29,select,0,title_results,iPhone,2,2022-02
fantastic mr,olu,ES,A Rainy Day in New York,2022-02-01 11:15:17,select,0,title_results,iPhone,2,2022-02
fantastic mr,olu,ES,Mujercitas,2022-02-01 11:14:54,select,0,title_results,iPhone,2,2022-02
fantas,olu,ES,Destino: La saga Winx,2022-02-01 11:14:40,select,0,title_results,iPhone,2,2022-02
fantas,olu,ES,Destino: La saga Winx,2022-02-01 11:14:00,select,0,title_results,iPhone,2,2022-02
go ,UMA,AR,GO! La fiesta inolvidable,2022-01-29 16:40:08,play,0,title_results,iPhone,1,2022-01
go ,UMA,AR,GO! La fiesta inolvidable,2022-01-29 16:40:00,select,0,title_results,iPhone,1,2022-01
,UMA,AR,Barbie Life in the Dreamhouse,2022-01-29 03:24:58,select,0,prequery_results,iPhone,1,2022-01
,UMA,AR,"Barbie Life in the Dreamhouse: Season 1: ""Best of Dreamhouse""",2022-01-29 03:24:58,play,0,prequery_results,iPhone,1,2022-01
barbie,UMA,AR,"Ever After High: Spring Unsprung: ""Series Special: Spring Unsprung""",2022-01-28 14:58:03,play,0,,HTML 5,1,2022-01
barbie,UMA,AR,"Welcome to Ever After High: ""Welcome to Ever After""",2022-01-28 02:34:44,play,0,title_results,HTML 5,1,2022-01
barbie,UMA,AR,,2022-01-28 02:31:57,play,0,title_results,HTML 5,1,2022-01
barbie,UMA,AR,"Welcome to Ever After High: ""Welcome to Ever After""",2022-01-28 02:31:23,play,0,,HTML 5,1,2022-01
ponio,UMA,AR,Ponyo,2022-01-26 16:10:24,play,0,,HTML 5,1,2022-01
the hot ,olu,ES,The Hot Chick,2022-01-26 00:40:54,select,0,suggestion_results,iPhone,1,2022-01
365,UMA,AR,365 días,2022-01-22 04:59:08,play,0,title_results,iPhone,1,2022-01
365,UMA,AR,365 días,2022-01-22 04:59:05,select,0,title_results,iPhone,1,2022-01
la casa de los espiritus,SIL,AR,La chica danesa,2022-01-22 01:27:55,play,0,title_results,iPad,1,2022-01
la casa de los espiritus,SIL,AR,La chica danesa,2022-01-22 01:27:51,select,0,title_results,iPad,1,2022-01
,SIL,AR,Don't Look Up,2022-01-22 00:52:55,play,0,prequery_results,iPad,1,2022-01
,SIL,AR,Don't Look Up,2022-01-22 00:52:51,select,0,prequery_results,iPad,1,2022-01
juando ,UMA,AR,"Too Hot to Handle: Season 3: ""No Pleasure Island""",2022-01-20 22:19:26,play,0,,HTML 5,1,2022-01
andre,UMA,BR,Las ventajas de ser invisible,2022-01-18 18:49:37,select,0,suggestion_results,iPad,1,2022-01
andre,UMA,BR,Andrew Garfield,2022-01-18 18:49:32,select,0,suggestion_results,iPad,1,2022-01
jake,UMA,BR,Soldado anónimo,2022-01-18 18:49:12,select,0,title_results,iPad,1,2022-01
jake,UMA,BR,The Guilty,2022-01-18 18:49:01,select,0,suggestion_results,iPad,1,2022-01
jake,UMA,BR,Jake Gyllenhaal,2022-01-18 18:48:58,select,0,suggestion_results,iPad,1,2022-01
jake,UMA,BR,El diablo a todas horas,2022-01-18 18:48:51,select,0,title_results,iPad,1,2022-01
gib,UMA,BR,Se levanta el viento,2022-01-15 23:26:01,play,0,title_results,iPad,1,2022-01
gib,UMA,BR,Se levanta el viento,2022-01-15 23:25:51,select,0,title_results,iPad,1,2022-01
gib,UMA,BR,El recuerdo de Marnie,2022-01-15 23:25:22,select,0,title_results,iPad,1,2022-01
gib,UMA,BR,El mundo secreto de Arrietty,2022-01-15 23:24:55,select,0,suggestion_results,iPad,1,2022-01
gib,UMA,BR,Studio Ghibli,2022-01-15 23:24:46,select,0,suggestion_results,iPad,1,2022-01
gibl,UMA,BR,Only Yesterday,2022-01-15 20:42:48,select,0,title_results,iPad,1,2022-01
gibl,UMA,BR,La princesa Mononoke,2022-01-15 02:52:13,play,0,title_results,iPad,1,2022-01
gibl,UMA,BR,La princesa Mononoke,2022-01-15 02:52:11,select,0,title_results,iPad,1,2022-01
gibl,UMA,BR,Princess Mononoke,2022-01-15 02:48:14,add,0,title_results,iPad,1,2022-01
gibl,UMA,BR,La princesa Mononoke,2022-01-15 02:48:06,select,0,title_results,iPad,1,2022-01
gibl,UMA,BR,A Whisker Away,2022-01-15 02:47:59,add,0,title_results,iPad,1,2022-01
gibl,UMA,BR,Amor de gata,2022-01-15 02:47:47,select,0,title_results,iPad,1,2022-01
gibl,UMA,BR,Only Yesterday,2022-01-15 02:47:40,add,0,title_results,iPad,1,2022-01
gibl,UMA,BR,Recuerdos del ayer,2022-01-15 02:47:31,select,0,title_results,iPad,1,2022-01
gibl,UMA,BR,The Tale of The Princess Kaguya,2022-01-15 02:47:27,add,0,title_results,iPad,1,2022-01
gibl,UMA,BR,El cuento de la princesa Kaguya,2022-01-15 02:47:18,select,0,title_results,iPad,1,2022-01
gibl,UMA,BR,"Si algo me pasa, los quiero",2022-01-15 02:47:06,select,0,title_results,iPad,1,2022-01
gibl,UMA,BR,Earwig y la bruja,2022-01-15 02:46:55,select,0,title_results,iPad,1,2022-01
burlesque,UMA,BR,Burlesque,2022-01-15 01:54:38,select,0,suggestion_results,iPhone,1,2022-01
el v,UMA,BR,El viaje de Chihiro,2022-01-11 22:54:00,select,0,title_results,iPad,1,2022-01
david,SIL,BR,Dunas,2022-01-11 21:30:20,select,0,suggestion_results,iPad,1,2022-01
david,SIL,BR,David Fincher,2022-01-11 21:30:08,select,0,suggestion_results,iPad,1,2022-01
wes ander,SIL,BR,Wes Anderson,2022-01-11 21:28:34,select,0,suggestion_results,iPad,1,2022-01
los gue,olu,AR,,2022-01-04 02:01:45,select,0,suggestion_results,HTML 5,1,2022-01
love,UMA,AR,365 Days,2022-01-04 01:57:03,play,0,,HTML 5,1,2022-01
love,UMA,AR,Fifty Shades of Grey,2022-01-04 01:53:23,play,0,,HTML 5,1,2022-01
bi,UMA,AR,"Big Mouth: Season 1: ""Ejaculation""",2022-01-01 15:24:52,play,0,,HTML 5,1,2022-01
ku,UMA,AR,Kung Fu Panda,2021-12-30 04:44:30,play,0,title_results,iPhone,12,2021-12
ku,UMA,AR,Kung Fu Panda,2021-12-30 04:44:26,select,0,title_results,iPhone,12,2021-12
ku,UMA,AR,Kung Fu Panda 2,2021-12-30 04:44:20,select,0,title_results,iPhone,12,2021-12
the wind,olu,AR,The Wind Rises,2021-12-29 22:48:35,add,0,title_results,iPhone,12,2021-12
the wind,olu,AR,The Wind Rises,2021-12-29 22:46:56,select,0,title_results,iPhone,12,2021-12
la carro,UMA,AR,Esperando la carroza,2021-12-29 22:23:28,play,0,,HTML 5,12,2021-12
about time,olu,AR,About Time,2021-12-29 16:47:02,select,0,title_results,iPhone,12,2021-12
rein,olu,AR,What's Your Number?,2021-12-29 00:39:13,play,0,title_results,HTML 5,12,2021-12
rein,olu,AR,Monte Carlo,2021-12-29 00:37:45,play,0,,HTML 5,12,2021-12
andrew,olu,AR,,2021-12-28 21:08:07,select,0,suggestion_results,HTML 5,12,2021-12
no mires ,SIL,AR,No miren arriba,2021-12-27 01:58:10,play,0,title_results,iPad,12,2021-12
no mires ,SIL,AR,No miren arriba,2021-12-27 01:58:04,select,0,title_results,iPad,12,2021-12
win,olu,AR,Destino: La saga Winx,2021-12-26 16:29:36,select,0,title_results,iPhone,12,2021-12
blade,olu,AR,Blade Runner 2049,2021-12-21 12:25:23,play,0,,HTML 5,12,2021-12
blade,olu,AR,Blade Runner 2049,2021-12-21 00:52:35,play,0,title_results,HTML 5,12,2021-12
eli,olu,AR,"Elite Short Stories: Phillipe Caye Felipe: Season 1: ""Part 1""",2021-12-20 22:56:53,play,0,,HTML 5,12,2021-12
zodiac,olu,AR,El diablo a todas horas,2021-12-20 15:26:16,select,0,title_results,iPhone,12,2021-12
zodiac,olu,AR,Dragón Rojo,2021-12-20 15:26:07,select,0,title_results,iPhone,12,2021-12
zodiac,olu,AR,Hannibal,2021-12-20 15:26:04,select,0,title_results,iPhone,12,2021-12
zodiac,olu,AR,Dragón Rojo,2021-12-20 15:25:58,select,0,title_results,iPhone,12,2021-12
la,olu,AR,,2021-12-16 22:16:14,play,0,title_results,HTML 5,12,2021-12
the atranger,UMA,AR,"The Stranger: Limited Series: ""Episode 8""",2021-12-14 18:25:11,play,0,title_results,iPhone,12,2021-12
the atranger,UMA,AR,No hables con extraños,2021-12-14 18:25:04,select,0,title_results,iPhone,12,2021-12
ku,UMA,AR,Kung Fu Panda 2,2021-12-09 01:09:09,play,0,,HTML 5,12,2021-12
scream,olu,AR,"Scream: Season 1: ""Pilot""",2021-12-08 16:51:37,play,0,title_results,iPhone,12,2021-12
scream,olu,AR,"Scream: Season 2: ""I Know What You Did Last Summer""",2021-12-08 16:49:57,play,0,title_results,iPhone,12,2021-12
scream,olu,AR,Scream,2021-12-08 16:49:52,select,0,title_results,iPhone,12,2021-12
scr,olu,AR,,2021-12-08 16:47:37,add,0,title_results,iPhone,12,2021-12
scr,olu,AR,Scream,2021-12-08 16:47:23,select,0,title_results,iPhone,12,2021-12
ku,UMA,AR,Kung Fu Panda 3,2021-12-08 02:18:01,play,0,,HTML 5,12,2021-12
3,olu,AR,"3%: Season 1: ""Chapter 01: Cubes""",2021-12-01 02:41:17,play,0,title_results,iPhone,12,2021-12
3,olu,AR,3 %,2021-12-01 02:41:13,select,0,title_results,iPhone,12,2021-12
grey,UMA,AR,"Grey's Anatomy: Season 1: ""A Hard Day's Night""",2021-11-30 13:32:19,play,0,,HTML 5,11,2021-11
malas noticias,olu,AR,Inside Job,2021-11-29 19:44:45,add,0,title_results,HTML 5,11,2021-11
ku,UMA,AR,Kung Fu Panda,2021-11-29 02:19:02,play,0,,HTML 5,11,2021-11
the big ,olu,AR,The Big Short,2021-11-28 00:59:18,select,0,suggestion_results,HTML 5,11,2021-11
mid,olu,AR,,2021-11-23 12:00:18,play,0,,HTML 5,11,2021-11
love,olu,AR,Love Hard,2021-11-22 00:20:19,play,0,,HTML 5,11,2021-11
viol,olu,AR,All The Bright Places,2021-11-21 02:32:55,play,0,,HTML 5,11,2021-11
maid,olu,AR,What's Your Number?,2021-11-18 15:11:36,add,0,title_results,HTML 5,11,2021-11
maid,olu,AR,Friendzone,2021-11-18 15:11:02,add,0,title_results,HTML 5,11,2021-11
maid,olu,AR,,2021-11-18 15:08:43,add,0,title_results,HTML 5,11,2021-11
shes all,olu,AR,She's All That,2021-11-14 00:56:58,select,0,suggestion_results,HTML 5,11,2021-11
adam ,olu,AR,The Trial of the Chicago 7,2021-11-12 19:57:56,add,0,suggestion_results,HTML 5,11,2021-11
adam ,olu,AR,,2021-11-12 19:57:44,select,0,suggestion_results,HTML 5,11,2021-11
jonny deep,olu,AR,Hannibal,2021-11-12 19:57:28,add,0,title_results,HTML 5,11,2021-11
jonny deep,olu,AR,Sherlock Holmes,2021-11-12 19:57:21,add,0,title_results,HTML 5,11,2021-11
jonny deep,olu,AR,The Judge,2021-11-12 19:57:17,add,0,title_results,HTML 5,11,2021-11
ginny,UMA,AR,"Ginny & Georgia: Season 1: ""Happy Sweet Sixteen, Jerk""",2021-11-05 21:32:26,play,0,,HTML 5,11,2021-11
ginny,UMA,AR,"Ginny & Georgia: Season 1: ""Happy Sweet Sixteen, Jerk""",2021-11-05 20:54:34,play,0,,HTML 5,11,2021-11
a traves de mi ventana,UMA,AR,A través de mi ventana,2021-11-02 01:27:29,select,0,title_results,iPhone,11,2021-11
atraves de mi ventana ,UMA,AR,Confesiones de una chica invisible,2021-11-02 01:22:44,select,0,title_results,iPhone,11,2021-11
atraves de mi ventana ,UMA,AR,Ginny y Georgia,2021-11-02 01:22:34,select,0,title_results,iPhone,11,2021-11
atraves de mi ventana ,UMA,AR,"Si algo me pasa, los quiero",2021-11-02 01:22:18,select,0,title_results,iPhone,11,2021-11
atraves de mi ventana ,UMA,AR,Headspace: Relaja tu mente,2021-11-02 01:22:09,select,0,title_results,iPhone,11,2021-11
la dimensión,olu,AR,,2021-10-26 13:48:59,select,0,suggestion_results,HTML 5,10,2021-10
that se,olu,AR,,2021-10-26 11:18:09,play,0,,HTML 5,10,2021-10
that se,olu,AR,"Avatar: The Last Airbender: Book 1: ""The Boy in the Iceberg""",2021-10-26 11:15:45,play,0,,HTML 5,10,2021-10
that se,olu,AR,,2021-10-26 11:14:44,select,0,suggestion_results,HTML 5,10,2021-10
timo,olu,AR,The King,2021-10-25 21:30:53,play,0,,HTML 5,10,2021-10
timo,olu,AR,,2021-10-25 21:30:44,select,0,suggestion_results,HTML 5,10,2021-10
get ,olu,AR,Get Out,2021-10-25 21:29:32,select,0,suggestion_results,HTML 5,10,2021-10
esperando la carroza ,UMA,AR,Esperando la carroza,2021-10-24 01:41:56,select,0,title_results,iPhone,10,2021-10
esperando la carroza ,UMA,AR,Corazón loco,2021-10-24 01:41:39,select,0,title_results,iPhone,10,2021-10
los pir,UMA,AR,Esperando la carroza,2021-10-24 01:40:57,select,0,title_results,iPhone,10,2021-10
el cadaverde la novia,UMA,AR,Howl’s Moving Castle,2021-10-19 01:13:11,play,0,,HTML 5,10,2021-10
am,olu,AR,"Black Mirror: Season 5: ""Striking Vipers""",2021-10-17 00:44:59,play,0,,HTML 5,10,2021-10
am,olu,AR,,2021-10-17 00:44:34,select,0,suggestion_results,HTML 5,10,2021-10
love death ,olu,AR,"Love, Death & Robots: Volume 1: ""ZIMA BLUE""",2021-10-11 14:45:16,play,0,,HTML 5,10,2021-10
love death ,olu,AR,"Love, Death & Robots: Volume 1: ""SONNIE'S EDGE""",2021-10-11 14:41:22,play,0,,HTML 5,10,2021-10
bil,olu,AR,Billions,2021-09-30 04:21:41,select,0,title_results,iPhone,9,2021-09
emil,UMA,AR,Emily en París,2021-09-25 12:21:47,select,0,title_results,iPhone,9,2021-09
sex,olu,AR,Sex Education,2021-09-17 20:01:23,select,0,title_results,iPhone,9,2021-09
gladia,olu,AR,Clash of the Titans,2021-09-17 15:46:31,play,0,,HTML 5,9,2021-09
gladia,olu,AR,Clash of the Titans,2021-09-17 13:53:05,add,0,title_results,HTML 5,9,2021-09
baby,UMA,AR,Baby Driver,2021-07-24 01:33:04,select,0,title_results,iPhone,7,2021-07
el ultimo crime,UMA,AR,The Last Days of American Crime,2021-07-24 01:25:41,select,0,title_results,iPhone,7,2021-07
crime,UMA,AR,,2021-07-24 01:25:04,select,0,suggestion_results,iPhone,7,2021-07
crime,UMA,AR,Above Suspicion,2021-07-24 01:24:53,select,0,title_results,iPhone,7,2021-07
crime,UMA,AR,,2021-07-24 01:24:48,select,0,title_results,iPhone,7,2021-07
gre,UMA,AR,,2021-07-06 01:50:53,select,0,title_results,iPhone,7,2021-07
la caba,UMA,AR,Restoring the Shack,2021-07-01 17:06:33,select,0,title_results,iPhone,7,2021-07
moxie,UMA,AR,Moxie,2021-06-26 01:44:58,play,0,title_results,HTML 5,6,2021-06
mo,UMA,AR,,2021-05-31 14:02:12,play,0,,HTML 5,5,2021-05
mo,UMA,AR,,2021-05-30 21:58:03,play,0,,HTML 5,5,2021-05
moder,UMA,AR,"Modern Family: Season 4: ""Party Crasher""",2021-05-18 17:36:38,play,0,,HTML 5,5,2021-05
moder,UMA,AR,,2021-05-18 17:25:25,play,0,,HTML 5,5,2021-05
moder,UMA,AR,,2021-05-18 16:14:08,play,0,,HTML 5,5,2021-05
gil,UMA,AR,,2021-05-18 16:00:44,play,0,,HTML 5,5,2021-05
gi,UMA,AR,,2021-05-03 20:10:47,play,0,,HTML 5,5,2021-05
gi,UMA,AR,,2021-05-03 17:31:43,play,0,,HTML 5,5,2021-05
gi,UMA,AR,"Ginny & Georgia: Season 1: ""It's a Face Not a Mask""",2021-05-03 15:30:47,play,0,,HTML 5,5,2021-05
gi,UMA,AR,,2021-05-03 14:36:41,play,0,,HTML 5,5,2021-05
gi,UMA,AR,,2021-05-03 02:29:44,play,0,,HTML 5,5,2021-05
gi,UMA,AR,,2021-05-03 01:30:21,select,0,,iPhone,5,2021-05
the st,UMA,AR,,2021-05-02 14:58:21,play,0,,HTML 5,5,2021-05
the st,UMA,AR,,2021-05-02 14:35:27,play,0,,HTML 5,5,2021-05
re,UMA,AR,"Rebelde Way: Temporada 2: ""Episode 154""",2021-04-27 13:52:32,play,0,,HTML 5,4,2021-04
